created_at,label,category,tokenization,full_text,id_str,favorite_count,image_url,in_reply_to_screen_name,lang,location,quote_count,reply_count,retweet_count,tweet_url,user_id_str,username
Mon Mar 11 10:48:51 +0000 2024,1.0,neutral,"['banjir', 'bandang', 'yang', 'landa', 'kabupaten', 'padang', 'pariaman', 'sumatera', 'barat', 'sumbar', 'tewas', '26', 'orang', 'dan', 'banyak', '11', 'orang', 'lain', 'masih', 'nyata', 'hilang', 'baca', 'lengkap', 'di', 'httpstcoxbm7e16xvk', 'medsosnews', 'medsosid', 'pariaman', 'banjirsumbar', 'httpstco8dii60kvoq']",banjir bandang yang melanda kabupaten padang pariaman sumatera barat sumbar tewaskan 26 orang dan sebanyak 11 orang lainnya masih dinyatakan hilang baca selengkapnya di https tcoxbm7e16xvk medsosnews medsosid pariaman banjirsumbar https tco8dii60kvoq,1767140622803357825,0,https://pbs.twimg.com/media/GIYlBRQa0AAenaV.jpg,,in,"Yogyakarta, Indonesia",0,0,0,https://twitter.com/medsos_id/status/1767140622803357825,1600387783410864128,medsos_id
Mon Mar 11 09:44:12 +0000 2024,1.0,neutral,"['kata', 'menteri', 'pupr', 'soal', 'banjir', 'bandang', 'di', 'pesisir', 'selatan', 'sumbar', 'target', 'pek', 'bersih', 'httpstcosbbcpdlnys']",kata menteri pupr soal banjir bandang di pesisir selatan sumbar targetnya sepekan pembersihan https tcosbbcpdlnys,1767124353077084230,0,,,in,Padang,0,0,0,https://twitter.com/CelahSumbar/status/1767124353077084230,1655524487646048256,CelahSumbar
Mon Mar 11 07:57:43 +0000 2024,1.0,neutral,"['jortahindonesia', 'ini', 'gambar', 'situasi', 'pascabencana', 'banjir', 'bandang', 'dan', 'longsor', 'di', 'sumbar', '2024', 'jortahindonesia', 'httpstcoqcwrkybue0']",jortahindonesia ini gambaran situasi pascabencana banjir bandang dan longsor di sumbar 2024 jortahindonesia https tcoqcwrkybue0,1767097556914577668,0,https://pbs.twimg.com/media/GIX93KibkAA0v_n.jpg,yettiaka,in,#Indonesia,0,0,0,https://twitter.com/yettiaka/status/1767097556914577668,173417701,yettiaka
Mon Mar 11 07:01:01 +0000 2024,1.0,neutral,"['timothyronald22', 'ko', 'datang', 'lah', 'ke', 'sumbar', 'khususny', 'ke', 'kabupaten', 'pesisir', 'selatan', 'sini', 'bnyak', 'pnggemar', 'koko', 'yg', 'tertinpa', 'musibah', 'banjir', 'bandang', 'mohon', 'ulur', 'tangan', 'nya', 'ko']",timothyronald22 ko datang lah ke sumbar khususny ke kabupaten pesisir selatan disini bnyak pnggemar koko yg tertinpa musibah banjir bandang mohon uluran tangan nya ko,1767083287825244214,0,,timothyronald22,in,Kabupaten Pesisir Selatan,0,0,0,https://twitter.com/golkarpessel/status/1767083287825244214,1404741208425992201,golkarpessel
Mon Mar 11 05:42:35 +0000 2024,1.0,neutral,"['banjir', 'bandang', 'pariaman', 'sumbar', 'korban', 'tewas', 'jadi', '26', 'orang', 'newsupdate', 'update', 'news', 'text', 'httpstcogmiz5xteqy']",banjir bandang pariaman sumbar korban tewas jadi 26 orang newsupdate update news text https tcogmiz5xteqy,1767063550349160502,0,,,in,,0,0,0,https://twitter.com/kumparan/status/1767063550349160502,759692754985242625,kumparan
Mon Mar 11 05:35:18 +0000 2024,1.0,shelter,"['banyak', '70', 'ribu', 'warga', 'di', 'sumbar', 'ungsi', 'akibat', 'banjir', 'bandang', 'ribu', 'rumah', 'rusak', 'httpstconja7itovl8', 'via', 'tribunnews']",sebanyak 70 ribu warga di sumbar mengungsi akibat banjir bandang ribuan rumah rusak https tconja7itovl8 via tribunnews,1767061718046523430,0,,,in,"Medan, Indonesia",0,0,0,https://twitter.com/tribunmedan/status/1767061718046523430,142305302,tribunmedan
Mon Mar 11 05:05:09 +0000 2024,1.0,neutral,"['daftar', 'korban', 'banjir', 'bandang', 'di', 'sumbar', '22', 'tewas', 'dan', '7', 'hilang', '7', 'kabupaten', 'terjang', 'longsor', 'httpstco24myk4ova9', 'via', 'tribunnews']",daftar korban banjir bandang di sumbar 22 tewas dan 7 hilang 7 kabupaten diterjang longsor https tco24myk4ova9 via tribunnews,1767054131381121406,0,,,in,"Medan, Indonesia",0,0,0,https://twitter.com/tribunmedan/status/1767054131381121406,142305302,tribunmedan
Mon Mar 11 04:39:58 +0000 2024,1.0,shelter,"['banjir', 'bandang', 'terjang', 'pesisir', 'selatan', 'sumbar', '5', 'orang', 'hilang', 'ratus', 'rumah', 'dampak', 'httpstcopkolmsrvuc', 'via', 'tribunnews']",banjir bandang terjang pesisir selatan sumbar 5 orang hilang ratusan rumah terdampak https tcopkolmsrvuc via tribunnews,1767047791891947924,0,,,in,"Medan, Indonesia",0,0,0,https://twitter.com/tribunmedan/status/1767047791891947924,142305302,tribunmedan
Mon Mar 11 00:38:21 +0000 2024,1.0,neutral,"['syddksfiksi', 'tapi', 'aku', 'skrg', 'lagi', 'di', 'bengkulu', 'kak', 'mau', 'balik', 'sumbar', 'tapi', 'masih', 'parah', 'banget', 'banjir', 'bandang', 'nya']",syddksfiksi tapi aku skrg lagi di bengkulu kak mau balik sumbar tapi masih parah banget banjir bandang nya,1766986988614467794,1,,syddksfiksi,in,,0,1,0,https://twitter.com/jisoofirstlove/status/1766986988614467794,1169806891850977280,jisoofirstlove
Sun Mar 10 12:29:10 +0000 2024,1.0,neutral,"['16', 'korban', 'tewas', 'banjir', 'bandang', 'dan', 'longsor', 'di', 'pesser', 'sumbar', 'temu', 'httpstcork9uszjowc']",16 korban tewas banjir bandang dan longsor di pesser sumbar ditemukan https tcork9uszjowc,1766803481313296792,0,,,in,"Batam, Indonesia",0,0,0,https://twitter.com/gokepricom/status/1766803481313296792,2460941724,gokepricom
Sun Mar 10 04:59:32 +0000 2024,1.0,neutral,"['nickvesting', 'zakiberkata', 'tapi', 'efek', 'cuaca', 'buruk', 'di', 'beberapa', 'daerah', 'indonesia', 'bisa', 'pengaruh', 'siklon', 'tropis', 'ini', 'banjir', 'bandang', 'longsor', 'sprti', 'sumbar', 'dan', 'pantura', 'baru', 'baru', 'ini']",nickvesting zakiberkata tapi efek cuaca buruk di beberapa daerah indonesia bisa dipengaruhi siklon tropis ini banjir bandang longsor sprti sumbar dan pantura baru baru ini,1766690329628217550,0,,NickVesting,in,,0,0,0,https://twitter.com/MKelapadua26279/status/1766690329628217550,1753631163506384896,MKelapadua26279
Sun Mar 10 04:34:31 +0000 2024,1.0,neutral,"['update', 'korban', 'hilang', 'banjir', 'bandang', 'dan', 'longsor', 'di', 'pesisir', 'selatan', 'sumbar', 'ungkap', 'basarnas', 'httpstcolnw16dy1pt']",update korban hilang banjir bandang dan longsor di pesisir selatan sumbar diungkap basarnas https tcolnw16dy1pt,1766684032224682416,2,,,in,Padang,0,0,1,https://twitter.com/CelahSumbar/status/1766684032224682416,1655524487646048256,CelahSumbar
Fri Dec 22 04:44:14 +0000 2023,1.0,neutral,"['salur', 'bantu', 'nila', '50', 'juta', 'rupiah', 'untuk', 'korban', 'bencana', 'banjir', 'bandang', 'di', 'nagari', 'surian', 'kec', 'pantai', 'cermin', 'kab', 'solok', 'sumbar', 'bantu', 'sebut', 'untuk', 'untuk', 'buka', 'dapur', 'umum', 'moga', 'bantu', 'sebut', 'dapat', 'bantu', 'ringan', 'beban', 'korban', 'bencana', 'banjir', 'httpstcov7yrp3um7r']",menyalurkan bantuan senilai 50 juta rupiah untuk korban bencana banjir bandang di nagari surian kec pantai cermin kab solok sumbar bantuan tersebut diperuntukkan untuk membuka dapur umum semoga bantuan tersebut dapat membantu meringankan beban korban bencana banjir https tcov7yrp3um7r,1738057838336123102,9,https://pbs.twimg.com/amplify_video_thumb/1738057691900284928/img/qD9y16u8DcllfXiv.jpg,,in,"Padang, Jakarta",0,5,2,https://twitter.com/andre_rosiade/status/1738057838336123102,190679407,andre_rosiade
Fri Dec 22 01:20:26 +0000 2023,1.0,neutral,"['ketua', 'dpd', 'partai', 'gerindra', 'sumatera', 'barat', 'sumbar', 'sekaligus', 'anggota', 'dpr', 'ri', 'andre', 'rosiade', 'salur', 'bantu', 'rp', '50', 'juta', 'untuk', 'korban', 'bencana', 'banjir', 'bandang', 'di', 'nagari', 'surian', 'camat', 'pantai', 'cermin', 'kabupaten', 'solok', 'sumbar', 'bantu', 'sebut', 'untuk', 'untuk', 'buka', 'dapur', 'umum', 'httpstcoftqijkocfq']",ketua dpd partai gerindra sumatera barat sumbar sekaligus anggota dpr ri andre rosiade menyalurkan bantuan rp 50 juta untuk korban bencana banjir bandang di nagari surian kecamatan pantai cermin kabupaten solok sumbar bantuan tersebut diperuntukkan untuk membuka dapur umum https tcoftqijkocfq,1738006550340649160,1,https://pbs.twimg.com/media/GB6jvX9aAAAsUuO.jpg,,in,"Padang, Jakarta",0,2,0,https://twitter.com/andre_rosiade/status/1738006550340649160,190679407,andre_rosiade
Thu Dec 21 23:25:59 +0000 2023,1.0,neutral,"['alhamdulillah', 'akses', 'jalan', 'sumbarjambi', 'sudah', 'bisa', 'lalu', 'usai', 'timbun', 'longsor', 'dan', 'banjir', 'bandang', 'httpstcormqmkxnvem']",alhamdulillah akses jalan sumbarjambi sudah bisa dilalui usai ditimbun longsor dan banjir bandang https tcormqmkxnvem,1737977746800967838,0,,,in,Padang,0,0,0,https://twitter.com/CelahSumbar/status/1737977746800967838,1655524487646048256,CelahSumbar
Thu Dec 21 09:19:38 +0000 2023,1.0,evacuation route,"['banjir', 'bandang', 'di', 'solok', 'jumlah', 'jembatan', 'dan', 'lahan', 'tani', 'rusak', 'httpstcofvfxioya49', 'ampnbspdilaporkan', 'jumlah', 'rumah', 'hingga', 'jembatan', 'dan', 'lahan', 'tani', 'di', 'camat', 'pantai', 'cermin', 'kabupaten', 'solok', 'sumatera', 'barat', 'sumbar', 'rusak', 'terjang', 'banjir', 'httpstcowqxmrwwqq2', 'httpstcoxxrvf9wjmq']",banjir bandang di solok sejumlah jembatan dan lahan pertanian rusak https tcofvfxioya49 amp nbsp dilaporkan sejumlah rumah hingga jembatan dan lahan pertanian di kecamatan pantai cermin kabupaten solok sumatera barat sumbar rusak diterjang banjir https tcowqxmrwwqq2 https tcoxxrvf9wjmq,1737764754322808894,0,https://pbs.twimg.com/media/GB3H1eYbMAAo6gm.jpg,,in,,0,0,0,https://twitter.com/Riau1Official/status/1737764754322808894,984647597699751937,Riau1Official
Thu Dec 21 05:57:13 +0000 2023,1.0,neutral,"['hujan', 'lebat', 'timbul', 'banjir', 'bandang', 'dan', 'longsor', 'di', 'kabupaten', 'solok', 'sumatera', 'barat', 'httpstco5zixmtk7dj']",hujan lebat timbulkan banjir bandang dan longsor di kabupaten solok sumatera barat https tco5zixmtk7dj,1737713815733596571,1,,,in,"West Sumatra, Indonesia",0,0,0,https://twitter.com/Sumbar_Time/status/1737713815733596571,773617696676151296,Sumbar_Time
Thu Dec 21 05:07:05 +0000 2023,1.0,neutral,"['banjir', 'bandang', 'tambah', 'longsor', 'yang', 'terjang', 'nagari', 'surian', 'camat', 'lembah', 'gumanti', 'kabupaten', 'solok', 'sumatera', 'barat', 'sumbar', 'buat', 'jumlah', 'jemb', 'httpstcoxecopu9fmg']",banjir bandang ditambah longsor yang menerjang nagari surian kecamatan lembah gumanti kabupaten solok sumatera barat sumbar membuat sejumlah jemb https tcoxecopu9fmg,1737701197333852353,1,,,in,,0,0,0,https://twitter.com/inilahdotcom/status/1737701197333852353,46693036,inilahdotcom
Thu Dec 21 04:20:06 +0000 2023,1.0,neutral,"['jumlah', 'daerah', 'di', 'nagari', 'surian', 'camat', 'lembah', 'gumanti', 'kabupaten', 'solok', 'sumatera', 'barat', 'sumbar', 'landa', 'banjir', 'bandang', 'dan', 'longsor', 'akibat', 'intensitas', 'hujan', 'yang', 'sangat', 'tinggi', 'di', 'daerah', 'setempathttpstcofn5ecwsidb']",sejumlah daerah di nagari surian kecamatan lembah gumanti kabupaten solok sumatera barat sumbar dilanda banjir bandang dan longsor akibat intensitas hujan yang sangat tinggi di daerah setempathttps tcofn5ecwsidb,1737689374295556115,1,,,in,,0,0,1,https://twitter.com/ANTARABengkulu/status/1737689374295556115,423220305,ANTARABengkulu
Wed Dec 20 15:32:57 +0000 2023,1.0,neutral,"['banjir', 'bandang', 'di', 'sap', 'batu', 'panjang', 'nagari', 'surian', 'camat', 'pantai', 'cermin', 'kabupaten', 'soloksumbar', 'sore', 'ini', 'moga', 'keluarga', 'dan', 'masyarakat', 'beri', 'selamat', 'dan', 'sabar', 'aamiin', 'httpstcolktzf5wdyv']",banjir bandang di sapan batu panjang nagari surian kecamatan pantai cermin kabupaten soloksumbar sore ini semoga keluarga dan masyarakat diberikan keselamatan dan kesabaran aamiin https tcolktzf5wdyv,1737496317134266594,66,https://pbs.twimg.com/ext_tw_video_thumb/1737496236112875520/pu/img/wFZAFwpbgkKiPXdB.jpg,,in,"Pulau Punjung, Indonesia",7,24,42,https://twitter.com/AndiPitopang7/status/1737496317134266594,1557398948825903104,AndiPitopang7
Tue Dec 12 17:37:24 +0000 2023,1.0,neutral,"['topografi', 'sumbar', 'yang', 'datar', 'terjal', 'mana', 'bar', 'baris', 'bukit', 'buat', 'adaya', 'hubung', 'antar', 'wilayah', 'contoh', 'bila', 'hutan', 'di', 'hulu', 'rusak', 'maka', 'hilir', 'akan', 'tanggung', 'dampak', 'banjir', 'bandang', 'tiap', 'tahun', 'trend', 'bencana', 'ini', 'selalu', 'tingkat', 'di', 'sumbar', 'httpstcoivnjpefu1u']",topografi sumbar yang datar terjal dimana berbaris barisnya bukit membuat adaya hubungan antar wilayah contohnya bila hutan di hulunya rusak maka hilir akan menanggung dampak banjir bandang tiap tahun trend kebencanaan ini selalu meningkat di sumbar https tcoivnjpefu1u,1734628532893196455,0,https://pbs.twimg.com/media/GBKjcuAaMAA5FnD.jpg,Tommyadam19,in,Wakanda,0,1,0,https://twitter.com/Tommyadam19/status/1734628532893196455,952950968,Tommyadam19
Fri Dec 08 03:32:32 +0000 2023,1.0,neutral,"['longsor', 'di', 'agam', 'makan', 'satu', 'korban', 'sementara', 'banjir', 'bandang', 'landa', 'jorong', 'sungai', 'rangeh', 'httpstcofi8r3bypae']",longsor di agam makan satu korban sementara banjir bandang melanda jorong sungai rangeh https tcofi8r3bypae,1732966360895103453,0,,,in,"West Sumatra, Indonesia",0,0,0,https://twitter.com/Sumbar_Time/status/1732966360895103453,773617696676151296,Sumbar_Time
Wed Dec 06 05:14:24 +0000 2023,1.0,neutral,"['banjir', 'bandang', 'lereng', 'gunung', 'marapi', 'terjang', 'tanah', 'datar', 'bupati', 'turun', 'ke', 'lokasi', 'dampak', 'httpstcoio6voi1tsk']",banjir bandang lereng gunung marapi terjang tanah datar bupati turun ke lokasi terdampak https tcoio6voi1tsk,1732267222499021247,0,,,in,"West Sumatra, Indonesia",0,0,0,https://twitter.com/Sumbar_Time/status/1732267222499021247,773617696676151296,Sumbar_Time
Tue Oct 17 02:12:41 +0000 2023,1.0,shelter,"['ratus', 'rumah', 'di', 'lubuk', 'sikaping', 'pasaman', 'sumbar', 'rendam', 'banjir', 'bandang', 'httpstco5rcgyklzmq']",ratusan rumah di lubuk sikaping pasaman sumbar direndam banjir bandang https tco5rcgyklzmq,1714102099611709807,0,,,in,Padang,0,0,0,https://twitter.com/CelahSumbar/status/1714102099611709807,1655524487646048256,CelahSumbar
Fri Sep 22 11:51:06 +0000 2023,1.0,shelter,"['banjir', 'bandang', 'bak', 'tsunami', 'indonesia', 'sumbar', 'hari', 'ini', 'rumahrumah', 'pada', 'hanyut', 'httpstcoug8d5qgj3x', 'banjir', 'banjirbandang', 'sumaterabarat', 'sumbarbanjir', 'sumbar', 'boloo86', 'bencanaalam', 'disaster']",banjir bandang bak tsunami indonesia sumbar hari ini rumahrumah pada hanyut https tcoug8d5qgj3x banjir banjirbandang sumaterabarat sumbarbanjir sumbar boloo86 bencanaalam disaster,1705187966921199768,1,,,in,,0,0,0,https://twitter.com/sangfajar979/status/1705187966921199768,1569240819063988224,sangfajar979
Fri Sep 22 10:40:21 +0000 2023,1.0,neutral,"['banjir', 'bandang', 'landa', 'padang', 'pariaman', 'empat', 'kios', 'hanyut', 'httpstco2chn1pknxg']",banjir bandang landa padang pariaman empat kios hanyut https tco2chn1pknxg,1705170158724207087,0,,,in,"West Sumatra, Indonesia",0,0,0,https://twitter.com/Sumbar_Time/status/1705170158724207087,773617696676151296,Sumbar_Time
Fri Sep 22 10:39:38 +0000 2023,1.0,evacuation route,"['usai', 'bencana', 'ruko', 'hanyut', 'dan', 'jembatan', 'rusak', 'akibat', 'banjir', 'bandang', 'di', 'padang', 'pariaman', 'jembatan', 'hubung', 'putus', 'httpstcofwmscuk6bt']",usai bencana ruko hanyut dan jembatan rusak akibat banjir bandang di padang pariaman jembatan penghubung putus https tcofwmscuk6bt,1705169979661000824,0,,,in,"West Sumatra, Indonesia",0,0,0,https://twitter.com/Sumbar_Time/status/1705169979661000824,773617696676151296,Sumbar_Time
Thu Sep 21 04:34:50 +0000 2023,1.0,neutral,"['jual', 'soto', 'ayam', 'jadi', 'korban', 'dari', 'banjir', 'bandang', 'sebut', 'moga', 'mereka', 'dapat', 'pulih', 'dan', 'bangkit', 'kembali', 'dari', 'musibah', 'ini', 'prayforpatamuan', 'banjirbandangsumbar']",berjualan soto ayam menjadi korban dari banjir bandang tersebut semoga mereka dapat pulih dan bangkit kembali dari musibah ini prayforpatamuan banjirbandangsumbar,1704715785799946630,0,,,in,Tegal,0,0,0,https://twitter.com/NukkeZahira/status/1704715785799946630,1671780016844316673,NukkeZahira
Mon Aug 21 17:02:16 +0000 2023,1.0,neutral,"['banjir', 'bandang', 'terjang', 'lima', 'puluh', 'kota', 'bupati', 'nyata', 'ada', 'darurat', 'httpstcondvzokczvz']",banjir bandang terjang lima puluh kota bupati nyatakan keadaan darurat https tcondvzokczvz,1693669861183180943,0,,,in,"West Sumatra, Indonesia",0,0,0,https://twitter.com/Sumbar_Time/status/1693669861183180943,773617696676151296,Sumbar_Time
Sun Jul 23 04:42:57 +0000 2023,1.0,neutral,"['akibat', 'hujan', 'tak', 'pernah', 'henti', 'kecbonjol', 'landa', 'banjir', 'bandang', 'httpstcodhsfrrob14']",akibat hujan tak pernah berhenti kecbonjol dilanda banjir bandang https tcodhsfrrob14,1682974556716400640,0,,,in,"West Sumatra, Indonesia",0,0,0,https://twitter.com/Sumbar_Time/status/1682974556716400640,773617696676151296,Sumbar_Time
Sat Jul 22 05:23:02 +0000 2023,1.0,neutral,"['rombong', 'urus', 'ybm', 'pln', 'uid', 'sumbar', 'hadir', 'sama', 'tim', 'pln', 'peduli', 'salur', '100', 'paket', 'bantu', 'kepada', 'warga', 'dampak', 'banjir', 'bandang', 'dan', 'longsor']",rombongan pengurus ybm pln uid sumbar hadir bersama tim pln peduli salurkan 100 paket bantuan kepada warga terdampak banjir bandang dan longsor,1682622256902737921,0,,plnsumbar,in,Dr Wahidin No. 08 Sumbar,0,1,0,https://twitter.com/plnsumbar/status/1682622256902737921,1352153629931708416,plnsumbar
Sat Jul 22 05:23:01 +0000 2023,1.0,neutral,"['kepada', 'jumlah', 'warga', 'dampak', 'banjir', 'bandang', 'dan', 'longsor', 'itu', 'ybm', 'pln', 'uid', 'sumbar', 'hadir', 'langsung', 'laku', 'trauma', 'healing', 'dan', 'konsultasi', 'sehat', 'gratis', 'kamis', '2007']",kepada sejumlah warga terdampak banjir bandang dan longsor itu ybm pln uid sumbar hadir langsung lakukan trauma healing dan konsultasi kesehatan gratis kamis 2007,1682622254969147395,0,,plnsumbar,in,Dr Wahidin No. 08 Sumbar,0,1,0,https://twitter.com/plnsumbar/status/1682622254969147395,1352153629931708416,plnsumbar
Thu Jul 20 23:28:54 +0000 2023,1.0,neutral,"['bhabinkamtibmas', 'polsek', 'bonjol', 'tinjau', 'lokasi', 'banjir', 'bandang', 'di', 'alir', 'sungai', 'deras', 'jorong', 'pandam', 'polripresisi', 'polisi', 'polisiindonesia', 'ssdmpolri', 'polrespasaman', 'humaspolrespasaman', 'poldasumbar', 'divisihumaspolri', 'polisikeren', 'polisihumanis', 'mang', 'sumbar', 'padang', 'pasaman', 'httpstcoa8pjo7glmz']",bhabinkamtibmas polsek bonjol tinjau lokasi banjir bandang di aliran sungai deras jorong pandam polripresisi polisi polisiindonesia ssdmpolri polrespasaman humaspolrespasaman poldasumbar divisihumaspolri polisikeren polisihumanis minang sumbar padang pasaman https tcoa8pjo7glmz,1682170749430415360,4,https://pbs.twimg.com/media/F1hFWqyacAEz-Hn.jpg,,in,,0,0,0,https://twitter.com/polrespasaman/status/1682170749430415360,1184419459936612352,polrespasaman
Tue Jul 18 03:06:44 +0000 2023,1.0,clothes,"['nada', 'dengan', 'eric', 'ketua', 'ybm', 'pln', 'uid', 'sumbar', 'armunanto', 'harap', 'bantu', 'alat', 'tulis', 'dan', 'tas', 'sekolah', 'dapat', 'tambah', 'semangat', 'dan', 'ceria', 'anakanak', 'dampak', 'banjir', 'ingat', 'banyak', 'antara', 'sedih', 'karena', 'hilang', 'lengkap', 'sekolah', 'ketika', 'banjir', 'bandang']",senada dengan eric ketua ybm pln uid sumbar armunanto berharap bantuan alat tulis dan tas sekolah dapat menambah semangat dan keceriaan anakanak terdampak banjir mengingat banyak diantaranya sedih karena kehilangan perlengkapan sekolah ketika banjir bandang,1681138406636793856,0,,plnsumbar,in,Dr Wahidin No. 08 Sumbar,0,1,0,https://twitter.com/plnsumbar/status/1681138406636793856,1352153629931708416,plnsumbar
Tue Jul 18 03:06:43 +0000 2023,1.0,neutral,"['senin', '1707', 'lalu', 'di', 'hari', 'tiga', 'telah', 'jadi', 'banjir', 'bandang', 'ybm', 'pln', 'uid', 'sumbar', 'bagi', '200', 'paket', 'bantu', 'alat', 'tulis', 'dan', 'tas', 'sekolah', 'kepada', 'ratus', 'anakanak', 'dampak', 'yang', 'sebar', 'di', 'kota', 'padang', 'sumatera', 'barat']",senin 1707 lalu di hari ketiga setelah terjadinya banjir bandang ybm pln uid sumbar bagikan 200 paket bantuan alat tulis dan tas sekolah kepada ratusan anakanak terdampak yang tersebar di kota padang sumatera barat,1681138400446013440,0,,plnsumbar,in,Dr Wahidin No. 08 Sumbar,0,1,0,https://twitter.com/plnsumbar/status/1681138400446013440,1352153629931708416,plnsumbar
Tue Jul 18 03:06:41 +0000 2023,1.0,neutral,"['pt', 'pln', 'persero', 'unit', 'induk', 'distribusi', 'uid', 'sumatera', 'barat', 'lalu', 'yayasan', 'baitul', 'maal', 'ybm', 'pln', 'uid', 'sumbar', 'kembali', 'laku', 'aksi', 'peduli', 'bencana', 'dengan', 'salur', 'bantu', 'untuk', 'warga', 'paska', 'banjir', 'bandang', 'yang', 'jadi', 'pada', 'jumat', '1407', 'httpstcoost75staam']",pt pln persero unit induk distribusi uid sumatera barat melalui yayasan baitul maal ybm pln uid sumbar kembali melakukan aksi peduli bencana dengan menyalurkan bantuan untuk warga paska banjir bandang yang terjadi pada jumat 1407 https tcoost75staam,1681138392866918400,0,https://pbs.twimg.com/media/F1Sab9DaAAMmc-Y.jpg,,in,Dr Wahidin No. 08 Sumbar,0,1,0,https://twitter.com/plnsumbar/status/1681138392866918400,1352153629931708416,plnsumbar
Sat Jul 15 08:03:35 +0000 2023,1.0,neutral,"['bantu', 'korban', 'banjir', 'sumbar', 'banjir', 'bandang', 'dan', 'tanah', 'longsor', 'yang', 'jadi', 'pada', 'jumat', '14', 'juli', '2023', 'di', 'kota', 'padang', 'kabupaten', 'agam', 'padang', 'pariaman', 'dan', 'beberapa', 'wilayah', 'lain', 'di', 'sumatera', 'barat', 'sebab', 'korban', 'tinggal', 'dunia', 'httpstcobzpel5se8x']",bantu korban banjir sumbar banjir bandang dan tanah longsor yang terjadi pada jumat 14 juli 2023 di kota padang kabupaten agam padang pariaman dan beberapa wilayah lain di sumatera barat menyebabkan korban meninggal dunia https tcobzpel5se8x,1680125944714137601,4,https://pbs.twimg.com/media/F1EBpJuaUAAhZ3X.jpg,,in,Jakarta Capital Region,0,1,1,https://twitter.com/baznasindonesia/status/1680125944714137601,293290619,baznasindonesia
Sun Jun 25 12:36:29 +0000 2023,1.0,neutral,"['ada', 'bangun', 'hotel', 'di', 'lokasi', 'rawan', 'bencana', 'sumbar', 'tepat', 'di', 'lembah', 'ana', 'hampir', 'tiap', 'tahun', 'terpa', 'banjir', 'bandang', 'pas', 'di', 'operasi', 'bangun', 'apakah', 'tidak', 'akan', 'ancam', 'jiwa', 'kemenpu', 'infosumbar', 'httpstcoyruclilgja']",ada pembangunan hotel di lokasi rawan bencana sumbar tepatnya di lembah anai hampir setiap tahun diterpa banjir bandang pas di operasikan bangun apakah tidak akan mengancam jiwa kemenpu infosumbar https tcoyruclilgja,1672946866772905984,1,,,in,Wakanda,0,1,0,https://twitter.com/Tommyadam19/status/1672946866772905984,952950968,Tommyadam19
Fri Jun 16 05:00:25 +0000 2023,1.0,neutral,"['banjir', 'bandang', 'maret', '2021', 'masih', 'sisa', 'luka', 'bagi', 'warga', 'di', 'pesisir', 'selatan', 'sumatera', 'barat', 'tidak', 'hanya', 'air', 'bah', 'balok', 'kayu', 'juga', 'hantam', 'rumah', 'kala', 'itu', 'bpbd', 'sumbar', 'kata', 'bencana', 'ini', 'duga', 'jadi', 'ilegal', 'logging', 'di', 'hutan', 'tn', 'kerinci', 'seblat', 'httpstcopkgjsimmst']",banjir bandang maret 2021 masih menyisakan luka bagi warga di pesisir selatan sumatera barat tidak hanya air bah balokan kayu juga menghantam rumah kala itu bpbd sumbar mengatakan bencana ini diduga terjadi ilegal logging di hutan tn kerinci seblat https tcopkgjsimmst,1669570601441284097,4,,,in,,0,0,2,https://twitter.com/MongabayID/status/1669570601441284097,483310591,MongabayID
Tue Jun 13 02:22:12 +0000 2023,1.0,neutral,"['personel', 'polsek', 'rao', 'damping', 'team', 'bpbd', 'provinsi', 'sumbar', 'dinas', 'sosial', 'provinsi', 'sumbar', 'dan', 'anggota', 'dprd', 'provinsi', 'sumbar', 'dalam', 'rangka', 'tinjau', 'banjir', 'bandang', 'dan', 'beri', 'bantu', 'kepada', 'masyarakat', 'beringin', 'yang', 'dampak', 'banjir', 'bandang', 'httpstcoqnyhh20ifq']",personel polsek rao dampingi team bpbd provinsi sumbar dinas sosial provinsi sumbar dan anggota dprd provinsi sumbar dalam rangka peninjauan banjir bandang dan pemberian bantuan kepada masyarakat beringin yang terdampak banjir bandang https tcoqnyhh20ifq,1668443621207740416,3,https://pbs.twimg.com/media/FyeAmcfaQAAbjgC.jpg,,in,,0,0,0,https://twitter.com/polrespasaman/status/1668443621207740416,1184419459936612352,polrespasaman
Sat Mar 25 06:52:19 +0000 2023,1.0,neutral,"['wagub', 'sumbar', 'serah', 'bantu', 'untuk', 'korban', 'banjir', 'bandang', 'di', 'kabupaten', 'solok', 'httpstcoboriqvdzaz', 'lewat', 'tribunpadangcom']",wagub sumbar serahkan bantuan untuk korban banjir bandang di kabupaten solok https tcoboriqvdzaz lewat tribunpadangcom,1639520569568923650,0,,,in,,0,0,0,https://twitter.com/tribunpadangcom/status/1639520569568923650,1058656201645289473,tribunpadangcom
Sat Mar 25 02:42:41 +0000 2023,1.0,neutral,"['wagub', 'sumbar', 'serah', 'bantu', 'untuk', 'korban', 'banjir', 'bandang', 'kabupaten', 'solok', 'httpstcoubzyinqsxa', 'lewat', 'dutametro']",wagub sumbar serahkan bantuan untuk korban banjir bandang kabupaten solok https tcoubzyinqsxa lewat dutametro,1639457746935484421,0,,,in,,0,0,0,https://twitter.com/dutametro95/status/1639457746935484421,1458748265407471618,dutametro95
